1.936363,0.111131
1.903463,0.110344
1.820413,0.318
1.753013,0.55605
1.660275,0.869325
1.587213,1.076794
1.510969,1.193306
1.434194,1.340456
1.334531,1.389806
1.282663,1.451719
1.202856,1.461675
1.112387,1.487138
1.045731,1.544438
1.045731,1.544438
0.975,1.537425
0.901525,1.558931
0.806044,1.598775
0.736744,1.599375
0.650269,1.627687
0.587431,1.604606
0.512363,1.610287
0.427425,1.667794
0.427425,1.667794
0.357031,1.636762
0.268194,1.687444
0.199794,1.666894
0.199794,1.666894
0.199794,1.666894
0.011531,1.82985
