0.003688,0.02925317796610169
0.188594,0.028786822033898304
0.188594,0.028786822033898304
0.2781,0.028497627118644068
0.337181,0.028260847457627115
0.424175,0.028215593220338984
0.499356,0.02819652542372881
0.579475,0.02806779661016949
0.646313,0.028036016949152538
0.7373,0.027882669491525423
0.788037,0.027866016949152538
0.8805,0.027762711864406778
0.954956,0.027693601694915252
1.036038,0.02761415254237288
1.11665,0.0273328813559322
1.183087,0.027146991525423728
1.256969,0.026730677966101693
1.330569,0.026209491525423727
1.378819,0.0255389406779661
1.478869,0.02508050847457627
1.562263,0.023451016949152543
1.635881,0.021749194915254236
1.720875,0.017963474576271184
1.808338,0.011759279661016949
1.883212,0.004715296610169491
1.911981,0.0047065677966101685
