1.8735,0.1176
1.8735,0.11775
1.810469,0.781481
1.740269,1.515619
1.6614,2.264606
1.591,2.672213
1.518731,3.097763
1.44095,3.357543
1.372144,3.513675
1.372144,3.513675
1.292819,3.682013
1.189213,3.702112
1.142875,3.702019
1.028506,3.702093
0.979713,3.701963
0.979713,3.701963
0.898181,3.702337
0.842275,3.702169
0.762237,3.702431
0.684675,3.702469
0.622025,3.702469
0.622025,3.702469
0.527712,3.702825
0.463356,3.702975
0.399375,3.702844
0.308388,3.702881
0.308388,3.702881
0.234256,3.702938
0.234256,3.702938
0.023988,3.701963
